index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.n-tv.de/politik/Putin-pluendert-Rentenfonds-der-Russen-fuer-den-Krieg-Moskaus-Haushaltsdefizit-waechst-article25796580.html,https://www.n-tv.de/politik/Putin-pluendert-Rentenfonds-der-Russen-fuer-den-Krieg-Moskaus-Haushaltsdefizit-waechst-article25796580.html,0,www.n-tv.de,Moskaus Haushaltsdefizit wächst: Putin plündert Rentenfonds der Russen für den Krieg,"Das Loch in der russischen Haushaltskasse wird größer. Das liegt an den westlichen Sanktionen und dem sinkenden Ölpreis. Präsident Putin bedient sich am staatlichen Rentenfonds, um die Rüstungsausgaben zu finanzieren. Ein Zeichen dafür, unter welchem Druck Ru…",https://www.n-tv.de/img/incoming/crop25796810/7551323947-cImg_16_9-w1200/AP24233769311614.jpg,2025-06-01T05:04:12Z,http://archive.md/20250601150133/https://www.n-tv.de/politik/Putin-pluendert-Rentenfonds-der-Russen-fuer-den-Krieg-Moskaus-Haushaltsdefizit-waechst-article25796580.html,"Das Loch in der russischen Haushaltskasse wird größer. Das liegt an den westlichen Sanktionen und dem sinkenden Ölpreis. Präsident Putin bedient sich am staatlichen Rentenfonds, um die Rüstungsausgab… [+6799 chars]",,de,'Putin'
https://www.faz.net/aktuell/politik/ukraine/ukraine-liveticker-7-tote-und-69-verletzte-bei-einsturz-von-russischer-autobahnbruecke-110172806.html,https://www.faz.net/aktuell/politik/ukraine/ukraine-liveticker-7-tote-und-69-verletzte-bei-einsturz-von-russischer-autobahnbruecke-110172806.html,0,www.faz.net,Ukraine-Liveblog: 7 Tote und 69 Verletzte bei Einsturz von russischer Autobahnbrücke,Unglück oder Sabotage: Hintergründe des Brückeneinsturzes noch unklar +++ Kiews Luftabwehreinheiten im Einsatz +++ Ukraine evakuiert weitere Orte im Gebiet Sumy +++ Russland nennt Bedingungen für Waffenruhe +++ alle Neuigkeiten im Liveblog,https://media1.faz.net/ppmedia/aktuell/politik/3167561286/1.10510359/facebook_teaser/dies-von-der-moskau.jpg,2025-06-01T05:38:19Z,https://web.archive.org/web/20250601062016/https://www.faz.net/aktuell/politik/ukraine/ukraine-liveticker-7-tote-und-69-verletzte-bei-einsturz-von-russischer-autobahnbruecke-110172806.html,"Der amerikanische Senat wird kommende Woche Sanktionen gegen Russland und Länder beraten, die russisches Öl und andere Waren kaufen. Das kündigt der republikanische Senator Lindsey Graham an. Graham … [+838 chars]",,de,'Putin'
https://www.diepresse.com/19747963/zug-stuerzt-auf-autobahn-zwei-bruecken-in-russland-eingestuerzt-mehrere-tote,https://www.diepresse.com/19747963/zug-stuerzt-auf-autobahn-zwei-bruecken-in-russland-eingestuerzt-mehrere-tote,0,www.diepresse.com,"Zug stürzt auf Autobahn: Zwei Brücken in Russland eingestürzt, mehrere Tote",In der russischen Grenzregion Brjansk stürzte eine Autobahnbrücke auf Bahngleise. Auch in der Region Kursk stürzte eine Brücke ein. In der ukrainischen Region Saporischschja trafen russische Angriffe kritische Infrastruktur. Russlands Präsident Putin wurde in…,https://img.diepresse.com/public/incoming/hx46o8-UKRAINE-CRISISBRIDGE-KURSK/alternates/DPR_SOCIAL_NACHRICHTEN/UKRAINE-CRISISBRIDGE-KURSK,2025-06-01T06:02:17Z,https://web.archive.org/web/20250602102024/https://www.diepresse.com/19747963/zug-stuerzt-auf-autobahn-zwei-bruecken-in-russland-eingestuerzt-mehrere-tote,In der russischen Grenzregion Brjansk stürzte eine Autobahnbrücke auf Bahngleise. Auch in der Region Kursk stürzte eine Brücke ein. In der ukrainischen Region Saporischschja trafen russische Angriffe… [+2652 chars],,de,'Russland'
https://www.zeit.de/politik/ausland/2025-06/grenzregionen-russland-meldet-einsturz-zwei-bruecken-brjansk-kursk,https://www.zeit.de/politik/ausland/2025-06/grenzregionen-russland-meldet-einsturz-zwei-bruecken-brjansk-kursk,0,www.zeit.de,Grenzregionen: Russland meldet Einsturz von Brücken in Brjansk und Kursk,In Russland sind nach lokalen Angaben zwei Brücken in Grenzregionen eingestürzt. Es habe Tote und Verletzte gegeben. In Brjansk vermutet der Gouverneur eine Sprengung.,https://img.zeit.de/politik/ausland/2025-06/grenzregionen-russland-meldet-einsturz-zwei-bruecken-brjansk-kursk-bild/wide__1300x731,2025-06-01T07:14:44Z,,"Russische Behörden haben den Einsturz zweier Brücken in den Regionen Kursk und Brjansk gemeldet, die an die Ukraine grenzen. Der Regionsgouverneur von Brjansk, Alexander Bogomas, teilte mit, mindeste… [+2660 chars]",,de,'Russland'
https://www.tagesschau.de/newsticker/liveblog-ukraine-sonntag-562.html,https://www.tagesschau.de/newsticker/liveblog-ukraine-sonntag-562.html,0,www.tagesschau.de,Ukraine-Liveblog: ++ Ukraine meldet russischen Angriff auf Kiew ++,Aus der ukrainischen Hauptstadt Kiew gibt es Berichte über heftigen Beschuss mit Drohen und Raketen. Im Gebiet Saporischschja im Süden der Ukraine hat Russland ukrainischen Angaben zufolge zudem kritische Infrastruktur angegriffen.,https://images.tagesschau.de/image/5b073b67-29bf-4703-b6b1-71469e4c25bb/AAABldopTPc/AAABkZLhkrw/16x9-1280/flagge-ukraine-truemmer-101.jpg,2025-06-01T08:15:56Z,https://web.archive.org/web/20250601082930/http://www.tagesschau.de/newsticker/liveblog-ukraine-sonntag-562.html,"Stand: 01.06.2025 10:15 Uhr
Aus der ukrainischen Hauptstadt Kiew gibt es Berichte über heftigen Beschuss mit Drohen und Raketen. Im Gebiet Saporischschja im Süden der Ukraine hat Russland ukrainisch… [+2859 chars]",,de,'Russland'
https://vorarlberg.orf.at/stories/3307764/,https://vorarlberg.orf.at/stories/3307764/,0,vorarlberg.orf.at,Wasser knapp auf Vorarlbergs Schutzhütten,"Viele Alpenvereinshütten in Vorarlberg sind heuer früher in die Saison gestartet – wegen des schneearmen Winters. Der fehlende Schnee könnte im Sommer aber zum Problem werden: Der Mangel an Schmelzwasser belastet die Quellen, aus denen sich die Hütten mit Tri…",https://ibs.orf.at/vbg?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2020%2F33%2F77%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F648236_master_223177_frassenhuette_3.jpg%3Fs%3Dfb6f0dcb8b1caca6b02fb4dc7723058ecd72d65c,2025-06-01T09:37:21Z,https://web.archive.org/web/20250601133306/https://vorarlberg.orf.at/stories/3307764/,"Der Geschäftsführer des Vorarlberger Alpenvereins, Michael Mathis, spricht von einer angespannten Situation: Wir haben teils mit Vorräten vorgesorgt. Dennoch müsse man damit rechnen, dass Duschen ges… [+823 chars]",,de,'Schnee'
https://www.tagesschau.de/ausland/europa/russland-bevoelkerung-krieg-sanktionen-100.html,https://www.tagesschau.de/ausland/europa/russland-bevoelkerung-krieg-sanktionen-100.html,0,www.tagesschau.de,Russlands Provinz Tatarstan: Weit weg vom Krieg - und doch betroffen,"Im vierten Kriegsjahr spürt man auch in der russischen Provinz Tatarstan die Folgen westlicher Sanktionen - Inflation, unterbrochene Handelsketten, aber auch den Boom der Rüstungsindustrie. Und wie funktioniert das Zusammenleben? Von Norbert Hahn.",https://images.tagesschau.de/image/5b98b30a-f5f2-4e58-ae36-8d5ae7aa576f/AAABlyE2PPE/AAABkZLhkrw/16x9-1280/weltspiegel-russland-110.jpg,2025-06-01T10:03:32Z,,"Stand: 01.06.2025 12:03 Uhr
Im vierten Kriegsjahr spürt man auch in der russischen Provinz Tatarstan die Folgen westlicher Sanktionen - Inflation, unterbrochene Handelsketten, aber auch den Boom der… [+4466 chars]",,de,'Russland'
https://www.tagesspiegel.de/internationales/eingesturzte-brucken-in-russland-steckt-die-ukraine-dahinter-13784710.html,https://www.tagesspiegel.de/internationales/eingesturzte-brucken-in-russland-steckt-die-ukraine-dahinter-13784710.html,0,www.tagesspiegel.de,Eingestürzte Brücken in Russland: Steckt die Ukraine dahinter?,"Zwei Brücken, zwei Züge – ein Verdacht: Russland spricht von Terror, die Ukraine schweigt. Was wir über die Explosionen nahe der ukrainischen Grenze wissen.",https://www.tagesspiegel.de/images/13784695/alternates/BASE_16_9_W1400/1748771340000/ukraine-krieg-zug-entgleist-in-brjansk.jpeg,2025-06-01T10:06:54Z,,"Eingestürzte Pfeiler, brennende Brücken, überall Qualm. Innerhalb kürzester Zeit sind in Russland Brücken eingestürzt beide lagen im umkämpften Grenzgebiet zur Ukraine.
Wie es genau dazu kam und ob … [+6725 chars]",,de,'Putin'
https://steiermark.orf.at/stories/3307765/,https://steiermark.orf.at/stories/3307765/,0,steiermark.orf.at,Biker stürzte bei rasanter Flucht vor Polizei,"In der Nacht auf Sonntag ist ein 24 Jahre alter Motorradlenker in Graz schwer verletzt worden. Der Lenker, der Teil einer ganzen Motorrad war, war mit weit überhöhtem Tempo der Polizei davonfahren, stürzte dabei aber. Sein Fahrzeug wurde beschlagnahmt.",https://ibs.orf.at/stm?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2019%2F27%2F97%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F206844_master_56397_motorbike-2997862.jpg%3Fs%3Df10e0b3d62c4fc31de60c597832f109855ff8f71,2025-06-01T10:11:00Z,https://web.archive.org/web/20250601183507/https://steiermark.orf.at/stories/3307765/,"Gegen 23.00 Uhr bemerkte eine Zivilstreife in der Grazer Elisabethstraße rund 15 Motorradlenker, denn einer der Lenker führte ein so genanntes Wheelie-Manöver durch, fuhr also nur auf dem Hinterrad.… [+1921 chars]",,de,'Flucht'
https://www.bild.de/leben-wissen/hai-alarm-vor-marbella-jetski-flieht-vor-flossen-683590fd65affa2cddcdc1c6,https://www.bild.de/leben-wissen/hai-alarm-vor-marbella-jetski-flieht-vor-flossen-683590fd65affa2cddcdc1c6,0,www.bild.de,Unheimliche Begegnung - Hai-Alarm im Urlaubsparadies,Unheimliche Begegnung im Mittelmeer vor Marbella: Zwei Flossen sorgen für Hai-Alarm. Die Wahrheit hinter der Flucht überrascht.,"https://images.bild.de/683590fd65affa2cddcdc1c6/0209203d5a78d2f8155b9a3c4e168d09,51029fef?w=1280",2025-06-01T10:27:26Z,https://web.archive.org/web/20250601111040/https://www.bild.de/leben-wissen/hai-alarm-vor-marbella-jetski-flieht-vor-flossen-683590fd65affa2cddcdc1c6,"Mehr zum Video anzeigen 
Zwei Flossen, ein fliehender Jetski und ein riesiges Ungetüm. Was hat es mit dieser unheimlichen Begegnung im Mittelmeer auf sich? Die Wahrheit überrascht. Es herrscht aktue… [+129 chars]",,de,'Flucht'
https://www.tagesschau.de/ausland/europa/russland-brueckeneinsturz-zug-104.html,https://www.tagesschau.de/ausland/europa/russland-brueckeneinsturz-zug-104.html,0,www.tagesschau.de,"Russland wertet zerstörte Brücken als ""Terrorakt""","Wer steckt hinten den zerstörten Brücken und Zugunglücken in Russland? Ermittler gehen von einer Explosion aus, Politiker in Moskau machen die Ukraine verantwortlich. Dort wird über eine andere Zugsprengung berichtet.",https://images.tagesschau.de/image/76ef2704-6df8-4b2d-8469-c175155ac8d2/AAABlyse9f4/AAABkZLhkrw/16x9-1280/bruecke-russland-102.jpg,2025-06-01T10:58:13Z,http://archive.md/20250601110208/https://www.tagesschau.de/ausland/europa/russland-brueckeneinsturz-zug-104.html,"Stand: 01.06.2025 12:58 Uhr
Wer steckt hinten den zerstörten Brücken und Zugunglücken in Russland? Ermittler gehen von einer Explosion aus, Politiker in Moskau machen die Ukraine verantwortlich. Dor… [+4129 chars]",,de,'Putin'
https://www.zeit.de/news/2025-06/01/ukraine-bestaetigt-teilnahme-an-verhandlungen-in-istanbul,https://www.zeit.de/news/2025-06/01/ukraine-bestaetigt-teilnahme-an-verhandlungen-in-istanbul,0,www.zeit.de,Ukraine-Krieg: Ukraine bestätigt Teilnahme an Verhandlungen in Istanbul,Hier finden Sie Informationen zu dem Thema „Ukraine-Krieg“. Lesen Sie jetzt „Ukraine bestätigt Teilnahme an Verhandlungen in Istanbul“.,https://img.zeit.de/news/2025-06/01/ukraine-bestaetigt-teilnahme-an-verhandlungen-in-istanbul-image-group/wide__1300x731,2025-06-01T12:16:34Z,https://web.archive.org/web/20250602051551/https://www.zeit.de/news/2025-06/01/ukraine-bestaetigt-teilnahme-an-verhandlungen-in-istanbul,Der ukrainische Präsident Wolodymyr Selenskyj hat die Teilnahme seines Landes an direkten Verhandlungen mit Russland in Istanbul bestätigt. Die ukrainische Delegation werde am Montag von Verteidigung… [+112 chars],,de,'Ukraine'
https://www.tagesspiegel.de/internationales/krieg-in-der-ukraine-schwere-kampfe-vor-neuen-friedensgesprachen-13785268.html,https://www.tagesspiegel.de/internationales/krieg-in-der-ukraine-schwere-kampfe-vor-neuen-friedensgesprachen-13785268.html,0,www.tagesspiegel.de,Krieg in der Ukraine: Schwere Kämpfe vor neuen Friedensgesprächen,"Unterhändler Kiews und Moskaus treffen am Montag zu neuen Friedensgesprächen zusammen. Am Tag davor jedoch sprechen an allen Fronten die Waffen, selbst hinter den Fronten wird gekämpft.",https://www.tagesspiegel.de/images/13785829/alternates/BASE_16_9_W1400/1748787725000/ukrainische-kampfdrohne.jpeg,2025-06-01T12:17:21Z,,Unmittelbar vor neuen Verhandlungen zwischen Russland und der Ukraine haben Militärs und Geheimdienste beider Kriegsparteien teils spektakuläre Angriffe gestartet. Während die Diplomaten noch Unterla… [+6399 chars],,de,'Waffen'
https://www.tagesspiegel.de/internationales/krieg-in-der-ukraine-schwere-kampfe-vor-neuen-ukraine-friedensgesprachen-13785268.html,https://www.tagesspiegel.de/internationales/krieg-in-der-ukraine-schwere-kampfe-vor-neuen-ukraine-friedensgesprachen-13785268.html,0,www.tagesspiegel.de,Krieg in der Ukraine: Schwere Kämpfe vor neuen Ukraine-Friedensgesprächen,"Unterhändler Kiews und Moskaus treffen am Montag zu neuen Friedensgesprächen zusammen. Am Tag davor jedoch sprechen an allen Fronten die Waffen, selbst hinter den Fronten wird gekämpft.",https://www.tagesspiegel.de/images/13785829/alternates/BASE_16_9_W1400/1748787725000/ukrainische-kampfdrohne.jpeg,2025-06-01T12:17:21Z,https://web.archive.org/web/20250602031141/https://www.tagesspiegel.de/internationales/krieg-in-der-ukraine-schwere-kampfe-vor-neuen-ukraine-friedensgesprachen-13785268.html,Unmittelbar vor neuen Verhandlungen zwischen Russland und der Ukraine haben Militärs und Geheimdienste beider Kriegsparteien teils spektakuläre Angriffe gestartet. Während die Diplomaten noch Unterla… [+7006 chars],,de,'Ukraine'
